title,Congress,House,Sponsor,Sponsor.Party,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL,term
"A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits, so that benefits for husbands and widower's will be payable on the same basis as benefits for wives and widows.",93,House,EDWARD ROYBAL,D,Referred to House Committee on Ways and Means.,3,5,1973,NA,wives
Joint resolution authorizing the President to proclaim the first Monday in August of any year in which a former President is living as a national day of celebration of the birthday of any living former President.,93,House,EDWARD ROYBAL,D,Referred to House Committee on Judiciary.,3,5,1973,NA,birth
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,PETER RODINO,D,Referred to House Committee on the Judiciary.,3,1,1973,NA,birth
"A bill to amend title II of the Social Security Act to provide a 15-percent across-the-board increase in benefits thereunder, with the resulting benefit costs being borne equally by employers, employees, and the Federal Government, and to raise the amount of outside earnings which a beneficiary may have without suffering deductions from his benefits.",93,House,JOSEPH GAYDOS,D,Referred to House Committee on Ways and Means.,2,28,1973,NA,born
A bill to provide a remedy for sex discrimination by the insurance business with respect to the availability and scope of insurance coverage for women.,93,House,EDITH GREEN,D,Referred to House Committee on Interstate and Foreign Commerce.,2,27,1973,NA,women
A bill to provide a remedy for sex discrimination by the insurance business with respect to the availability and scope of insurance coverage for women.,93,House,EDITH GREEN,D,Referred to House Committee on Interstate and Foreign Commerce.,2,27,1973,NA,sex
"A bill to improve the veterans' and widows' pension program under title 38, United States Code, by increasing the maximum pension rates, by increasing the maximum annual income limitations, and by taking into account cost-of-living increases in the computation of pension rates.",93,House,JOHN BLATNIK,D,Referred to House Committee on Veterans' Affairs.,2,22,1973,NA,widows
"Joint resolution requesting the President to issue a proclamation designating the week of April 23, 1973, as ""Nicolaus Copernicus Week"" marking the quinquecentennial of his birth.",93,House,CLEMENT ZABLOCKI,D,Referred to House Committee on Judiciary.,2,22,1973,NA,birth
A bill to amend title II of the Social Security Act to provide monthly insurance benefits for qualified dependent brothers and sisters of certain insured individuals.,93,House,JOSEPH MCDADE,R,Referred to House Committee on Ways and Means.,2,21,1973,NA,sisters
"A bill to amend title 5, United States Code, to provide for the granting of college scholarships by the Federal Government to Federal employees' sons and daughters having superior scholastic attainments.",93,House,PETER FRELINGHUYSEN,R,Referred to House Committee on Post Office and Civil Service.,2,21,1973,NA,daughters
A bill to provide for the issuance of a commemorative postage stamp in honor of the first enlisted women in the U.S. Armed Forces.,93,House,J. BURKE,R,Referred to House Committee on Post Office and Civil Service.,2,21,1973,NA,women
"A bill to amend title XVIII of the Social Security Act to permit certain individuals, who have attained age 60 but not age 65 and who are entitled to widow's or widower's insurance benefits or are the wives or husbands of persons entitled to hospital insurance benefits, to obtain, in consideration of the payment of insurance premiums, coverage under the insurance programs established by such title.",93,Senate,EDWARD GURNEY,R,Referred to Senate Committee on Finance.,2,20,1973,NA,wives
"A bill to amend the Act of August 3, 1956, relating to the payment of annuities to widows of judges.",93,House,PETER KYROS,D,Referred to House Committee on the Judiciary.,2,20,1973,NA,widows
A bill to amend the Education Amendments of 1972 with respect to discrimination on the basis of sex in admissions to undergraduate institutions of higher education.,93,House,EDITH GREEN,D,Referred to House Committee on Education and Labor.,2,20,1973,NA,sex
A bill to provide for the striking of medals in commemoration of the 500th anniversary of the birth of Nicolaus Copernicus (Mikolaj Kopernik).,93,House,EDWARD DERWINSKI,R,Referred to House Committee on Banking and Currency.,2,20,1973,NA,birth
"A bill to amend the Internal Revenue Code of 1954 to provide that pensions paid to retired policemen or firemen or their dependents, or to the widows or other survivors of deceased policemen or firemen, shall not be subject to the income tax.",93,House,MARK ANDREWS,R,Referred to House Committee on Ways and Means.,2,20,1973,NA,widows
"A joint resolution requesting the President to issue a proclamation designating the week of April 23, 1973, as ""Nicholas Copernicus Week"" marking the quinquecentennial of his birth.",93,Senate,JOSEPH BIDEN,D,Referred to Senate Committee on Judiciary.,2,19,1973,NA,birth
"A joint resolution to protect physicians, other health care personnel, hospitals, and other health care institutions on the exercise of religious or philosophical beliefs which proscribe the performance of abortions or sterilization procedures.",93,Senate,FRANK CHURCH,D,Referred to Senate Committee on Labor and Public Welfare.,2,15,1973,NA,abortion
"A bill to amend the Federal Aviation Act of 1958 to authorize free or reduced rate transportation for widows, widowers, and minor children of employees who have died while employed by an air carrier or foreign air carrier after 25 or more years of such employment.",93,House,ROBERT MCCLORY,R,Referred to House Committee on Interstate and Foreign Commerce.,2,8,1973,NA,widows
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,JOHN CONYERS,D,Referred to House Committee on Judiciary.,2,7,1973,NA,birth
A bill to make requirements with respect to the disclosure of marital status the same for men and women in matters relating to voting qualifications in Federal elections.,93,House,JONATHAN BINGHAM,D,Referred to House Committee on House Administration.,2,7,1973,NA,women
"A bill to amend the Internal Revenue Code of 1954 to provide that pensions paid to retired policemen or firemen or their dependents, or to the widows or other survivors of deceased policemen or firemen, shall not be subject to the income tax.",93,House,JOSHUA EILBERG,D,Referred to House Committee on Ways and Means.,2,6,1973,NA,widows
"Joint resolution requesting the President to issue a proclamation designating the week of April 23, 1973, as ""Nicholaus Copernicus Week: marking the quinquecentinnial of his birth.",93,House,ROBERT ROE,D,Referred to House Committee on Judiciary.,2,6,1973,NA,birth
"A bill to amend title 38, United States Code, so as to provide that increases in social security benefits, railroad retirement benefits, and cost-of-living adjustments of civil service retirement annuities shall be disregarded under certain circumstances in determining eligibility for or the amount of dependency and indemnity compensation for dependent parents of veterans and non-service-connected pension for veterans and widows.",93,House,WENDELL WYATT,R,Referred to House Committee on Veterans' Affairs.,2,5,1973,NA,widows
Joint resolution proposing an amendment to the Constitution of the United States to insure that due process and equal protection are afforded to an individual from the moment of conception.,93,House,CLEMENT ZABLOCKI,D,Referred to House Committee on the Judiciary.,2,5,1973,NA,mom
Joint resolution proposing an amendment to the Constitution of the United States to insure that due process and equal protection are afforded to an individual from the moment of conception.,93,House,JAMES DELANEY,D,Referred to House Committee on the Judiciary.,2,5,1973,NA,mom
A joint resolution providing for a moment of Prayer and Thanksgiving and a National Day of Prayer and Thanksgiving.,93,House,JOHN MCFALL,D,Public law 93-3.,2,1,1973,https://www.congress.gov/93/statute/STATUTE-87/STATUTE-87-Pg4-2.pdf,mom
"A bill to amend title 38, United States Code, to extend the maximum educational benefits for chapter 35 trainees to 48 months and to allow additional educational benefits for certain wives and widows.",93,House,HENRY HELSTOSKI,D,Referred to House Committee on Veterans' Affairs.,1,31,1973,NA,widows
"A bill to amend title 38, United States Code, to extend the maximum educational benefits for chapter 35 trainees to 48 months and to allow additional educational benefits for certain wives and widows.",93,House,HENRY HELSTOSKI,D,Referred to House Committee on Veterans' Affairs.,1,31,1973,NA,wives
A bill to amend the Federal Property and Administrative Services Act of l949 to permit the distribution of certain surplus Federal property to certain organizations which provide for the education and recreation of young boys and girls.,93,House,JOSHUA EILBERG,D,Referred to House Committee on Government Operations.,1,31,1973,NA,girl
A bill to extend commissary and exchange privileges to certain disabled veterans and the widows of certain deceased veterans.,93,House,JOSHUA EILBERG,D,Referred to House Committee on Armed Services.,1,31,1973,NA,widows
"A bill to prohibit discrimination by any party to a federally related mortgage transaction on the basis of sex or marital status, and to require all parties to any such transaction to submit appropriate reports thereon for public inspection.",93,House,RONALD DELLUMS,D,Referred to House Committee on Banking and Currency.,1,31,1973,NA,sex
"A bill to amend the Truth in Lending Act, to prohibit discrimination by creditors against individuals on the basis of sex or marital status with respect to the extension of credit.",93,House,RONALD DELLUMS,D,Referred to House Committee on Banking and Currency.,1,31,1973,NA,sex
A bill to amend section 6103 of title 5 of the United States Code to make the birthday of John Fitzgerald Kennedy a legal holiday.,93,House,PHILLIP BURTON,D,Referred to House Committee on Judiciary.,1,31,1973,NA,birth
Joint resolution proposing an amendment to the Constitution of the United States to insure that due process and equal protection are afforded to an individual from the moment of conception.,93,House,JOHN ZWACH,R,Referred to House Committee on Judiciary.,1,31,1973,NA,mom
A bill to provide maternity benefits for pregnant wives of certain former servicemen.,93,House,CHARLES WIGGINS,R,Referred to House Committee on Armed Services.,1,30,1973,NA,pregnant
A bill to provide maternity benefits for pregnant wives of certain former servicemen.,93,House,CHARLES WIGGINS,R,Referred to House Committee on Armed Services.,1,30,1973,NA,wives
A bill to amend title II of the Social Security Act to reduce from 20 to 5 years the length of time a divorced woman's marriage to an insured individual must have lasted in order for her to qualify for wife's or widow's benefits on his wage record.,93,House,BELLA ABZUG,D,Referred to House Committee on Ways and Means.,1,30,1973,NA,woman
"A bill to prohibit discrimination by any party to a federally related mortgage transaction on the basis of sex or marital status, and to require all parties to any such transaction to submit appropriate reports thereon for public inspection.",93,House,BELLA ABZUG,D,Referred to House Committee on Banking and Currency.,1,30,1973,NA,sex
"A bill to amend the Truth in Lending Act, to prohibit discrimination by creditors against individuals on the basis of sex or marital status with respect to the extension of credit.",93,House,BELLA ABZUG,D,Referred to House Committee on Banking and Currency.,1,30,1973,NA,sex
"Joint resolution proposing an amendment to the Constitution of the United States guaranteeing the right to life to the unborn, the ill, the aged, or the incapacitated.",93,House,LAWRENCE HOGAN,R,Referred to House Committee on the Judiciary.,1,30,1973,NA,born
"A bill to amend title 38 of the United States Code so as to entitle veterans of World War I and their widows and children to pension on the same basis as veterans of the Spanish-American War and their widows and children, respectively.",93,House,ROBERT SIKES,D,Referred to House Committee on Veterans' Affairs.,1,29,1973,NA,widows
War Resisters Exoneration Act,93,House,RONALD DELLUMS,D,Referred to House Committee on Judiciary.,1,29,1973,NA,sisters
A joint resolution to authorize and request the President to proclaim a moment and day of prayer and thanksgiving.,93,Senate,ROBERT GRIFFIN,R,Measure passed Senate.,1,26,1973,NA,mom
A bill to amend title II of the Social Security Act to reduce from 20 to 10 years the period of time that a divorced woman's marriage to an individual must have lasted for her to qualify for wife's or widow's benefits on the basis of the wages and self-employment income of such individual.,93,Senate,THOMAS EAGLETON,D,Referred to Senate Committee on Finance.,1,23,1973,NA,woman
A bill to amend title II of the Social Security Act to provide for the entitlement of disabled widows and widowers to unreduced widow's and widower's benefits without regard to age.,93,Senate,THOMAS EAGLETON,D,Referred to Senate Committee on Finance.,1,23,1973,NA,widows
A bill to amend title II of the Social Security Act to provide for the entitlement of disabled wives and husbands to unreduced wife's and husband's insurance benefits without regard to age.,93,Senate,THOMAS EAGLETON,D,Referred to Senate Committee on Finance.,1,23,1973,NA,wives
"A bill to amend title II of the Social Security Act to provide that a woman otherwise qualified may become entitled to receive widows' insurance benefits specially reduced, at age 35 (while retaining her right to receive regular widows' insurance benefits upon attaining the age presently required therefor).",93,House,TOM BEVILL,D,Referred to House Committee on Ways and Means.,1,22,1973,NA,woman
"A bill to amend title II of the Social Security Act to provide that a woman otherwise qualified may become entitled to receive widows' insurance benefits specially reduced, at age 35 (while retaining her right to receive regular widows' insurance benefits upon attaining the age presently required therefor).",93,House,TOM BEVILL,D,Referred to House Committee on Ways and Means.,1,22,1973,NA,widows
A bill to amend title II of the Social Security Act to provide that a woman may simultaneously receive (without any reduction or offset) both an old-age or disability insurance benefit and a widow's insurance benefit.,93,House,ROBERT WILSON,R,Referred to House Committee on Ways and Means.,1,18,1973,NA,woman
"A bill to amend title II of the Social Security Act to increase all benefits thereunder by 20 percent, and to provide that full benefits (when based on attainment of retirement age) will be payable to both men and women at age 60.",93,House,JOHN SLACK,D,Referred to House Committee on Ways and Means.,1,18,1973,NA,women
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,JOHN CONYERS,D,Referred to House Committee on Judiciary.,1,18,1973,NA,birth
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,JOHN CONYERS,D,Referred to House Committee on Judiciary.,1,18,1973,NA,birth
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,JOHN CONYERS,D,Referred to House Committee on Judiciary.,1,18,1973,NA,birth
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,JOHN CONYERS,D,Referred to House Committee on Judiciary.,1,18,1973,NA,birth
A bill to amend title II of the Social Security Act to provide that no reduction shall be made in old-age insurance benefit amounts to which a woman is entitled if she has 120 quarters of coverage.,93,House,CHARLES PRICE,D,Referred to House Committee on Ways and Means.,1,15,1973,NA,woman
A bill to amend title II of the Social Security Act to reduce from 60 to 50 the age at which a woman otherwise qualified may become entitled to widow's insurance benefits.,93,House,CARL PERKINS,D,Referred to House Committee on Ways and Means.,1,15,1973,NA,woman
"A bill to amend part A of title IV of the Social Security Act to make the program of aid to families with dependent children a wholly Federal program, to be administered by local agencies under federally prescribed terms and conditions (embodying the eligibility formulas currently in effect in the several States but designed to encourage such States to apply nationally uniform standards), with the cost being fully borne by the Federal Government.",93,House,JOSEPH MINISH,D,Referred to House Committee on Ways and Means.,1,15,1973,NA,born
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,WILLIAM BARRETT,D,Referred to House Committee on Judiciary.,1,15,1973,NA,birth
"A bill to prohibit any civil or military officer of the United States using the land or naval forces of the United States or the militia of any State to exercise surveillance of civilians except where such forces or militia are actually engaged in repelling invasion or suppressing rebellion, insurrection, or domestic violence pursuant to the Constitution or laws of the United States.",93,House,BELLA ABZUG,D,Referred to House Committee on Armed Services.,1,15,1973,NA,domestic violence
"Joint resolution establishing the birthplace of Rev. Dr. Martin Luther King, Jr., in Atlanta, Ga., as a national historic site.",93,House,BELLA ABZUG,D,Referred to House Committee on Interior and Insular Affairs.,1,15,1973,NA,birth
"A bill to provide for the issuance of a commemorative postage stamp in commemoration of the 500th anniversary of the birth of Nicolaus Copernicus, the founder of modern astronomy.",93,House,HENRY HELSTOSKI,D,Referred to House Committee on Post Office and Civil Service.,1,11,1973,NA,birth
A bill to provide for the striking of medals in commemoration of the 500th anniversary of the birth of Nicolaus Copernicus (Mikolaj Kopernik).,93,House,HENRY HELSTOSKI,D,Referred to House Committee on Banking and Currency.,1,11,1973,NA,birth
"A joint resolution establishing the birthplace of the Rev. Dr. Martin Luther King, Jr., in Atlanta, Ga., as a national historic site.",93,House,WALTER FAUNTROY,D,Referred to House Committee on Interior and Insular Affairs.,1,11,1973,NA,birth
"A bill to amend title II of the Social Security Act to provide that benefits (when based upon the attainment of retirement age) will be payable to both men and women at age 60, subject to the existing actuarial reduction, and that individuals with 30 years coverage may retire at age 62 with full benefits.",93,House,CLEMENT ZABLOCKI,D,Referred to House Committee on Ways and Means.,1,9,1973,NA,women
"A bill to amend the Internal Revenue Code of 1954 to provide that pensions paid to retired policemen or firemen or their dependents, or to the widows or other survivors of deceased policemen or firemen, shall not be subject to the income tax.",93,House,HENRY HELSTOSKI,D,Referred to House Committee on Ways and Means.,1,9,1973,NA,widows
"A bill to amend title II of the Social Security Act to permit the payment of benefits to a married couple on their combined earnings record, to eliminate the special dependency requirement for entitlement to husband's or widower's benefits, to provide for the payment of benefits to widowed fathers with minor children, and to make the retirement test inapplicable to individuals with minor children who are entitled to mother's or father's benefits.",93,House,MARTHA GRIFFITHS,D,Referred to House Committee on Ways and Means.,1,9,1973,NA,mother
A bill to provide for hospitals to allow the biological father to attend the birth of his child if the woman consents.,93,House,MARTHA GRIFFITHS,D,Referred to House Committee on Interstate and Foreign Commerce.,1,9,1973,NA,woman
A bill to provide for hospitals to allow the biological father to attend the birth of his child if the woman consents.,93,House,MARTHA GRIFFITHS,D,Referred to House Committee on Interstate and Foreign Commerce.,1,9,1973,NA,birth
A bill to provide equality of treatment for married women employees of the Federal Government under the Foreign Service Act of 1946.,93,House,MARTHA GRIFFITHS,D,Referred to House Committee on Foreign Affairs.,1,9,1973,NA,women
"A bill to amend title 5, United States Code, to provide for equality of treatment with respect to married women Federal employees in connection with compensation for work injuries, and for other purposes.",93,House,MARTHA GRIFFITHS,D,Referred to House Committee on Education and Labor.,1,9,1973,NA,women
"A resolution providing for investigations and studies by standing committees of the House of Representatives to ascertain and identify those areas in which differences in treatment or application, on the basis of sex, exist in connection with the administration and operation of those provisions of law under their respective jurisdictions, and for other purposes.",93,House,MARTHA GRIFFITHS,D,Referred to House Committee on Rules.,1,9,1973,NA,sex
A bill to amend title II of the Social Security Act to provide that no reduction shall be made in old-age insurance benefit amounts to which a woman is entitled if she has 120 quarters of coverage.,93,House,BURT TALCOTT,R,Referred to House Committee on Ways and Means.,1,6,1973,NA,woman
A bill to amend the Internal Revenue Code to 1954 to authorize a deduction from gross income for certain contributions to the support of an aged parent or divorced mother who is not gainfully employed.,93,House,BURT TALCOTT,R,Referred to House Committee on Ways and Means.,1,6,1973,NA,mother
"A bill to amend the Internal Revenue Code of 1954 to extend the head of household benefits to unremarried widows and widowers, and individuals who have attained age 35 and who have never been married or who have been separated or divorced for 1 year or more, who maintain their own households.",93,House,BURT TALCOTT,R,Referred to House Committee on Ways and Means.,1,6,1973,NA,widows
A bill to establish the women's hall of fame study commission.,93,Senate,GALE MCGEE,D,Referred to Senate Committee on Judiciary.,1,4,1973,NA,women
"A bill to establish the birthplace of Susan B Anthony in Adams, Mass., as a national historic site.",93,Senate,EDWARD KENNEDY,D,Referred to Senate Committee on Interior and Insular Affairs.,1,4,1973,NA,birth
A bill to provide that persons who are nationals and citizens at birth under section 301 a 7 of the Immigration and Nationality Act shall retain their citizenship without meeting certain physical presence requirements.,93,Senate,DANIEL INOUYE,D,Referred to Senate Committee on Judiciary.,1,4,1973,NA,birth
"A bill to amend title II of the Social Security Act to permit, in certain cases, a woman who in good faith has gone through a marriage ceremony, to be considered the widow even though, because of a legal impediment she is not legally married to the individual.",93,Senate,DANIEL INOUYE,D,Referred to Senate Committee on Finance.,1,4,1973,NA,woman
"A bill to provide for the striking of medals in commemoration of the 500th anniversary of the birth of Nicolaus Copernicus (Mikolaj Kopernik), the founder of modern astronomy.",93,House,ROBERT ROE,D,Referred to House Committee on Banking and Currency.,1,3,1973,NA,birth
"A bill to amend title 38 of the United States Code so as to entitle veterans of World War I and their widows and children to pension on the same basis as veterans of the Spanish-American War and their widows and children, respectively.",93,House,JOHN RARICK,D,Referred to House Committee on Veterans' Affairs.,1,3,1973,NA,widows
A bill to amend title I of the Social Security Act to provide that child's insurance benefits shall in all cases be payable to children upon the death of their mother without regard to the mother's insured status.,93,House,ROBERT MICHEL,R,Referred to House Committee on Ways and Means.,1,3,1973,NA,mother
A bill to amend title II of the Social Security Act to reduce from 20 to 10 years the length of time a divorced woman's marriage to an insured individual must have lasted in order for her to qualify for wife's or widow's benefits on his wage record.,93,House,EDWARD KOCH,D,Referred to House Committee on Ways and Means.,1,3,1973,NA,woman
"A bill to amend title 38 of the United States Code in order to permit veterans to transfer all or part of their educational assistance under chapter 34 of such title to their spouses, and to provide educational assistance at the secondary school level widows, widowers, and spouses eligible for educational assistance under chapter 35 of such title.",93,House,EDWARD KOCH,D,Referred to House Committee on Veterans' Affairs.,1,3,1973,NA,widows
"A bill to amend title 38 of the United States Code to provide for a pension of $100 per month for widows of veterans of World War I, and to disregard the spouse's income in determining the annual income of veterans for pension purposes under section 521 of such title.",93,House,CRAIG HOSMER,R,Referred to House Committee on Veterans' Affairs.,1,3,1973,NA,widows
A bill to provide a remedy for sex discrimination by the insurance business with respect to the availability and scope of insurance coverage for women.,93,House,EDITH GREEN,D,Referred to House Committee on Interstate and Foreign Commerce.,1,3,1973,NA,women
A bill to provide a remedy for sex discrimination by the insurance business with respect to the availability and scope of insurance coverage for women.,93,House,EDITH GREEN,D,Referred to House Committee on Interstate and Foreign Commerce.,1,3,1973,NA,sex
"A bill to amend title II of the Social Security Act to increase to $3,600 (or $4,200 in the case of a widow entitled to mother's insurance benefits) the amount of outside earnings which (subject to further increases under the automatic adjustment provisions) is permitted each year without any deductions from benefits thereunder.",93,House,DON FUQUA,D,Referred to House Committee on Ways and Means.,1,3,1973,NA,mother
"A bill to amend title II of the Social Security Act to provide a 50-percent, across-the-board increase in benefits thereunder, with the resulting benefit costs being borne equally by employers, employees, and the Federal Government, and to raise the amount of outside earnings which a beneficiary may have without suffering deductions from his benefits.",93,House,JAMES BURKE,D,Referred to House Committee on Ways and Means.,1,3,1973,NA,born
A bill to amend title II of the Social Security Act to provide that a woman may become entitled to full old-age insurance benefits at age 60.,93,House,WILLIAM DICKINSON,R,Referred to House Committee on Ways and Means.,1,3,1973,NA,woman
A bill to amend title II of the Social Security Act to provide that a woman who is otherwise qualified may become entitled to widow's insurance benefits (subject to the existing actuarial reductions) at age 50 whether or not disabled).,93,House,HAROLD COLLIER,R,Referred to House Committee on Ways and Means.,1,3,1973,NA,woman
To authorize the One Hundred and First Airborne Division Association to erect a memorial in the District of Columbia or its environs.,93,House,JOEL BROYHILL,R,Referred to House Committee on House Administration.,1,3,1973,NA,born
"To amend the Act of February 24, 1925, incorporating the American War Mothers, to permit certain stepmothers and adoptive mothers to be members of that organization.",93,House,CHARLES BENNETT,D,Referred to House Committee on the Judiciary.,1,3,1973,NA,mother
"To extinguish Federal Court jurisdiction to require attendance at a particular school of any student because of race, color, creed, or sex.",93,House,JOHN ASHBROOK,R,Referred to House Committee on Judiciary.,1,3,1973,NA,sex
To amend title II of the Social Security Act to reduce from 20 to 5 years the length of time a divorced woman's marriage to an insured individual must have lasted in order for her to qualify for wife's or widow's benefits on his wage record.,93,House,BELLA ABZUG,D,Referred to House Committee on Ways and Means.,1,3,1973,NA,woman
"A bill for the relief of Jeanette Green, as mother of the minor child, Ricky Baker, deceased, and as widow and administratrix of the estate of Enoch Odell Baker, deceased; and for the relief of Mary Jane Baker Nolan, individually, and as widow and administratrix of the estate of John William Baker, deceased.",94,House,WILLIAM DICKINSON,R,Private Law 94-138.,10,17,1976,https://www.congress.gov/94/statute/STATUTE-90/STATUTE-90-Pg3011.pdf,mother
A bill to authorize the Administrator of Veterans' Affairs to pay to female veterans of World War II and the Korean conflict certain educational benefits on the same basis that such benefits were paid to male veterans.,94,Senate,JOSEPH MONTOYA,D,Referred to Senate Committee on Veterans' Affairs.,9,14,1976,NA,female
A bill to amend section 901 (a) (relating to prohibition of sex discrimination) of the Education Amendments of 1972 to exempt from the prohibition of such section musical programs or activities and social programs or activities designed for parents and students.,94,House,CLARENCE MILLER,R,Referred to House Committee on Education and Labor.,9,8,1976,NA,sex
"A bill to amend section 651 of title 10, United States Code, to provide that female persons who become members of the Armed Forces shall have a 6-year statutory military obligation and for other purposes.",94,House,CHARLES PRICE,D,Referred to House Committee on Armed Services.,9,2,1976,NA,female
"A bill to amend section 901(a) (relating to the prohibition of sex discrimination) of the Education Amendments of 1972 to exempt from the prohibition of such section musical programs or activities, and social programs or activities designed for parents and students.",94,House,CLARENCE MILLER,R,Referred to House Committee on Education and Labor.,9,1,1976,NA,sex
A bill to amend section 901 of the Education Amendments of 1972 to allow mother-daughter and father-son events in elementary and secondary schools.,94,House,ROMANO MAZZOLI,D,Referred to House Committee on Education and Labor.,8,31,1976,NA,mother
"A bill to amend section 901(a) (relating to the prohibition of sex discrimination) of the Education Amendments of 1972 to exempt from the prohibition of such section musical programs or activities, and social programs or activities designed for parent and students.",94,House,CLARENCE MILLER,R,Referred to House Committee on Education and Labor.,8,30,1976,NA,sex
"A bill to amend title 18 of the United States Code to prohibit certain forms of economic coercion based on religion, race, national origin, sex, or certain other factors.",94,House,LARRY PRESSLER,R,Referred to House Committee on the Judiciary.,8,26,1976,NA,sex
A bill to eliminate the appellate jurisdiction of the U.S. Supreme Court with respect to certain abortion cases.,94,House,RON PAUL,R,Referred to House Committee on the Judiciary.,8,10,1976,NA,abortion
"A bill to amend section 901 (a) (relating to prohibition of sex discrimination) of the Education Amendments of 1972 to exempt from the prohibition of such section musical programs or activities, and social programs or activities designed for parents and students.",94,House,CLARENCE MILLER,R,Referred to House Committee on Education and Labor.,8,10,1976,NA,sex
A bill to amend section 901 (a) (relating to prohibition of sex discrimination) of the Education Amendments of 1972 to exempt athletic programs or activities from the prohibition of such section.,94,House,CLARENCE MILLER,R,Referred to House Committee on Education and Labor.,8,10,1976,NA,sex
A bill to amend the Endangered Species Act of 1973 to exempt from the provisions of that act certain activities relating to endangered species born in captivity.,94,House,SAM STEIGER,R,Referred to House Committee on Merchant Marine and Fisheries.,8,10,1976,NA,born
A bill to amend title XIX of the Social Security Act to prohibit expenditures under approved medicaid plans for abortions except in cases of medical necessity.,94,House,DAVID OBEY,D,Referred to House Committee on Interstate and Foreign Commerce.,8,9,1976,NA,abortion
"A bill to provide that the Secretary of State, at the request of an individual issued a passport, not include in the passport the place of birth of such individual.",94,House,JOHN BURTON,D,Referred to House Committee on International Relations.,8,9,1976,NA,birth
"A bill for the relief of Jeanette Green, as mother of the minor child, Ricky Baker, deceased, and as widow and administratrix of the estate of Enoch Odell Baker, deceased; and for the relief of Mary Jane Baker Nolan, individually, and as widow and administratrix of the estate of John William Baker, deceased.",94,Senate,JAMES ALLEN,D,"Reported to Senate from the Committee on the Judiciary, S. Rept. 94-1129.",8,6,1976,NA,mother
A resolution relating to the birthday of President Bourguiba of Tunisia.,94,Senate,CHARLES PERCY,R,Measure passed Senate.,8,3,1976,NA,birth
A concurrent resolution relating to the birthday of President Bourguiba of Tunisia.,94,Senate,CHARLES PERCY,R,Referred to Senate Committee on Foreign Relations.,8,2,1976,NA,birth
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",94,House,THOMAS ASHLEY,D,Referred to House Committee on Post Office and Civil Service.,7,28,1976,NA,birth
A bill to amend section 901(a) of the Education Amendments of 1972 to provide that such section shall not apply to events in which participation is limited to parents of either sex and the children of either sex.,94,House,JAMES FLORIO,D,Referred to House Committee on Education and Labor.,7,19,1976,NA,sex
A bill to provide medical and dental care for certain former wives and husbands of members and former members of the armed services.,94,House,G. WHITEHURST,R,Referred to House Committee on Armed Services.,7,1,1976,NA,wives
"A bill to authorize the Secretaries of the Military departments to waive for a period of one year, in the case of female applicants and nominees to the service academies under the respective jurisdictions of such secretaries, the maximum age limitation for admission to such academies.",94,Senate,JOHN BEALL,R,Referred to Senate Committee on Armed Services.,6,17,1976,NA,female
A bill to amend title 38 of the United States Code in order to provide service pensions to certain veterans of World War I and pensions to the widows of such veterans.,94,House,WILLIAM CHAPPELL,D,Referred to House Committee on Veterans' Affairs.,6,9,1976,NA,widows
A bill to amend the Railroad Retirement Act of 1974 to provide that amounts of excess earnings with which a social security benefit is charged shall not be used in making deductions from widows' benefits under the railroad retirement system.,94,House,ROBERT BERGLAND,R,Referred to House Committee on Interstate and Foreign Commerce.,6,3,1976,NA,widows
A bill to amend title II of the Social Security Act to provide for the entitlement of disabled widows and widowers to unreduced widow's and widower's insurance benefits without regard to age.,94,House,JOE MOAKLEY,D,Referred to House Committee on Ways and Means.,6,2,1976,NA,widows
"A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits, to provide benefits for certain divorced husbands and former husbands, to provide benefits to husbands based on having minor children in their care, and to provide benefits for widowed fathers with minor children, so that benefits for husbands, widowers, and fathers will be payable on the same basis as benefits for wives, widows, and mothers.",94,House,BELLA ABZUG,D,Referred to House Committee on Ways and Means.,6,2,1976,NA,mother
"A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits, to provide benefits for certain divorced husbands and former husbands, to provide benefits to husbands based on having minor children in their care, and to provide benefits for widowed fathers with minor children, so that benefits for husbands, widowers, and fathers will be payable on the same basis as benefits for wives, widows, and mothers.",94,House,BELLA ABZUG,D,Referred to House Committee on Ways and Means.,6,2,1976,NA,widows
